model,model_short,run_dir,pooling,selected_condition,layer,mean_absent,mean_condition,mean_delta,ci95_low_delta,ci95_high_delta,paired_p,cohen_d,region,layer_rank_fraction
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,9,0.1015553714070279,0.4824832676569562,0.3809278962499284,0.3174002200899333,0.4477348388669759,2.1378207169218367e-21,0.9738407873089864,early,0.32142857142857145
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,10,0.0974872002516907,0.4862024112526415,0.3887152110009507,0.324199993205309,0.4525673028396552,1.7187942931789012e-21,0.9770376697517787,middle,0.35714285714285715
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,11,0.1097628158698476,0.518548740336415,0.4087859244665675,0.3396711227492543,0.4768174082829733,3.861772897894461e-22,0.9989170088229674,middle,0.39285714285714285
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,12,0.1118088238431773,0.4818332737730998,0.3700244499299225,0.3011320362162255,0.4415037368735925,1.874313099456012e-18,0.87432034605925,middle,0.42857142857142855
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,13,0.1127853914355357,0.4877139454859847,0.374928554050449,0.3056587345702839,0.4463490514164664,1.5800087492280305e-19,0.9107265994425012,middle,0.4642857142857143
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,14,0.124886847007942,0.5088852396750071,0.383998392667065,0.3150305590085774,0.4504218160750006,7.576484867550312e-20,0.9215214819245928,middle,0.5
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,15,0.1212266550905894,0.5225766452181152,0.4013499901275256,0.3302616766432005,0.4697395787474953,2.1243283126628258e-22,1.0076768235812426,middle,0.5357142857142857
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,16,0.1331171186032071,0.504185669610514,0.3710685510073068,0.3040852100164493,0.436469284090442,4.862861997733201e-20,0.92803042895664,middle,0.5714285714285714
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,17,0.1266917787145506,0.4837816671482456,0.357089888433695,0.2916608436538617,0.4245239009685724,6.942111111441468e-19,0.8889564136222878,middle,0.6071428571428571
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,18,0.1364868697345676,0.4895144025959182,0.3530275328613506,0.2884582898592782,0.4166650961572012,5.519150818530959e-20,0.9261723962902446,middle,0.6428571428571429
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,19,0.1503309363497275,0.4863780793322892,0.3360471429825617,0.2771307255816735,0.3947835197008318,3.780440708394487e-20,0.9317252443506004,late,0.6785714285714286
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,20,0.1343422557854592,0.5197758496701729,0.3854335938847136,0.3265890455212159,0.4387174802750604,2.521175608594873e-25,1.1066825354588887,late,0.7142857142857143
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,21,0.1378784698070923,0.5362818061213193,0.3984033363142268,0.3388459136017697,0.4577087560135225,3.658639075701815e-26,1.1352091135300155,late,0.75
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,22,0.1235874131356761,0.538012592858192,0.4144251797225159,0.3533498239832296,0.473597664095373,5.317058858831817e-28,1.1981186951441136,late,0.7857142857142857
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,23,0.1322439372026066,0.5482532808641357,0.416009343661529,0.3588425930629865,0.4741479362563994,3.315600371806565e-28,1.205177359989576,late,0.8214285714285714
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,24,0.1230547924828089,0.5645729621269245,0.4415181696441155,0.3857224367701451,0.4966990235990297,7.286585261532085e-30,1.2625548897768235,late,0.8571428571428571
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,25,0.1076290321928988,0.5424543140819938,0.4348252818890949,0.3779481680711483,0.4939051991018942,1.887953822748772e-29,1.2481908994941702,late,0.8928571428571429
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,26,0.0978087720936761,0.5327915195137839,0.4349827474201078,0.3770819244519777,0.4892079520598149,4.663796899176285e-30,1.2693005457597504,late,0.9285714285714286
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,27,0.0939941614462071,0.5332237943267973,0.4392296328805903,0.3818898661425796,0.4951562807850204,3.20693791486673e-30,1.2749691962422112,late,0.9642857142857143
google/gemma-7b-it,Gemma 7B IT,results_cross_model/gemma_indirect_only/google_gemma-7b-it__pool-mean_nonpad__seed-42,mean_nonpad,suppressed_indirect,28,0.1133785116208302,0.5946092745446298,0.4812307629237994,0.4264699244886712,0.5350946897374937,2.737424758608035e-37,1.5285743996380583,late,1.0
